regionId
Amygdaloid_body_L
Amygdaloid_body_R
Angular_gyrus_L
Angular_gyrus_R
Anterior_commissure
Anterior_occipital_sulcus_L
Anterior_occipital_sulcus_R
Aqueduct_of_midbrain_(Cerebral_aqueduct)
Calcarine_sulcus_L
Calcarine_sulcus_R
Caudate_nucleus_L
Caudate_nucleus_R
Central_sulcus_L
Central_sulcus_R
Cerebellum_L
Cerebellum_R
Cingulate_gyrus_(Posteroventral_part)_L
Cingulate_gyrus_(Posteroventral_part)_R
Cingulate_gyrus_and_sculcus_(Posterior_dorsal_part)_L
Cingulate_gyrus_and_sculcus_(Posterior_dorsal_part)_R
Cingulate_gyrus_and_sulcus_(Middle_anterior_part)_L
Cingulate_gyrus_and_sulcus_(Middle_anterior_part)_R
Cingulate_gyrus_and_sulcus_(Middle_posterior_part)_L
Cingulate_gyrus_and_sulcus_(Middle_posterior_part)_R
Cingulate_sulcus_(Marginal_part)_L
Cingulate_sulcus_(Marginal_part)_R
Circular_sulcus_of_insula_L
Circular_sulcus_of_insula_R
Collateral_sulcus_L
Collateral_sulcus_R
Corpus_callosum
Cuneus_L
Cuneus_R
Fornix_L
Fornix_R
Fourth_ventricle
Globus_pallidus_L
Globus_pallidus_R
Habenula
Hippocampal_commissure
Hippocampus_L
Hippocampus_R
Hypothalamus_L
Hypothalamus_R
Inferior_colliculus_L
Inferior_colliculus_R
Inferior_frontal_sulcus_L
Inferior_frontal_sulcus_R
Inferior_occipital_gyrus_and_sulcus_L
Inferior_occipital_gyrus_and_sulcus_R
Inferior_temporal_gyrus_L
Inferior_temporal_gyrus_R
Inferior_temporal_sulcus_(Ant_transv_collateral_sulcus)_L
Inferior_temporal_sulcus_(Ant_transv_collateral_sulcus)_R
Insula_(Subcentral_gyrus_and_ant_and_post_sulci)_L
Insula_(Subcentral_gyrus_and_ant_and_post_sulci)_R
Internal_capsule_L
Internal_capsule_R
Interpeduncular_fossa_L
Interpeduncular_fossa_R
Intraparietal_sulcus_L
Intraparietal_sulcus_R
Lat_Fis-ant-Horizont_L
Lat_Fis-ant-Horizont_R
Lat_Fis-ant-Vertical_L
Lat_Fis-ant-Vertical_R
Lat_Fis-post_L
Lat_Fis-post_R
Lateral_geniculate_body_L
Lateral_geniculate_body_R
Lateral_occipital_gyrus_(Middle_occipital_gyrus)_L
Lateral_occipital_gyrus_(Middle_occipital_gyrus)_R
Lateral_occipitotemporal_gyrus_L
Lateral_occipitotemporal_gyrus_R
Lateral_ventricle_L
Lateral_ventricle_R
Lingual_gyrus_L
Lingual_gyrus_R
Lunate_sulcus_(and_inferior)_L
Lunate_sulcus_(and_inferior)_R
Mamillary_body_L
Mamillary_body_R
Medial_geniculate_body_L
Medial_geniculate_body_R
Medial_occipitotemporal_gyrus_(Parahippocampal)_L
Medial_occipitotemporal_gyrus_(Parahippocampal)_R
Medulla_oblongata_L
Medulla_oblongata_R
Midbrain_L
Midbrain_R
Middle_frontal_gyrus_L
Middle_frontal_gyrus_R
Middle_temporal_gyrus_L
Middle_temporal_gyrus_R
Occipital_pole_L
Occipital_pole_R
Occipitotemporal_sulcus_(Lateral_part)_L
Occipitotemporal_sulcus_(Lateral_part)_R
Olfactory_sulcus_L
Olfactory_sulcus_R
Opercular_part_of__inferior_frontal_gyrus_L
Opercular_part_of__inferior_frontal_gyrus_R
Optic_chiasm_L
Optic_chiasm_R
Optic_tract_L
Optic_tract_R
Orbital_gyri_(Frontomarginal_gyrus_and_sulcus)_L
Orbital_gyri_(Frontomarginal_gyrus_and_sulcus)_R
Orbital_gyri_L
Orbital_gyri_R
Orbital_part_of__inferior_frontal_gyrus_L
Orbital_part_of__inferior_frontal_gyrus_R
Orbital_sulci_(H-shaped_orbital_sulci)_L
Orbital_sulci_(H-shaped_orbital_sulci)_R
Orbital_sulci_(Lateral_Orbital_sulcus)_L
Orbital_sulci_(Lateral_Orbital_sulcus)_R
Paracentral_gyrus_and_sulcus_L
Paracentral_gyrus_and_sulcus_R
Paracentral_sulcus_L
Paracentral_sulcus_R
Parieto-occipital_sulcus_L
Parieto-occipital_sulcus_R
Pons_L
Pons_R
Postcentral_gyrus_L
Postcentral_gyrus_R
Postcentral_sulcus_L
Postcentral_sulcus_R
Posterior_commissure
Posterior_transverse_collateral_sulcus_L
Posterior_transverse_collateral_sulcus_R
Precentral_gyrus_L
Precentral_gyrus_R
Precentral_sulcus_(Superior_part)_L
Precentral_sulcus_(Superior_part)_R
Precentral_sulcus_(inferior_part)_L
Precentral_sulcus_(inferior_part)_R
Precuneus_L
Precuneus_R
Putamen_L
Putamen_R
Septal_nuclei
Septum_pellucidum
Straight_gyrus_(Gyrus_rectus)_L
Straight_gyrus_(Gyrus_rectus)_R
Stria_medullaris_thalami_L
Stria_medullaris_thalami_R
Stria_terminalis_L
Stria_terminalis_R
Subparietal_sulcus_L
Subparietal_sulcus_R
Sulcus_interm_prim-Jensen_L
Sulcus_interm_prim-Jensen_R
Superior_cerebellar_peduncle_L
Superior_cerebellar_peduncle_R
Superior_colliculus_L
Superior_colliculus_R
Superior_frontal_gyrus_L
Superior_frontal_gyrus_R
Superior_frontal_sulcus_L
Superior_frontal_sulcus_R
Superior_occipital_gyri_L
Superior_occipital_gyri_R
Superior_parietal_lobule_L
Superior_parietal_lobule_R
Superior_temporal_gyrus_(Lateral_part)_L
Superior_temporal_gyrus_(Lateral_part)_R
Superior_temporal_sulcus_L
Superior_temporal_sulcus_R
Supramarginal_gyrus_L
Supramarginal_gyrus_R
Temporal_plane_L
Temporal_plane_R
Temporal_pole_L
Temporal_pole_R
Thalamus_L
Thalamus_R
Third_ventricle
Transverse_frontopolar_gyrus_and_sulcus_L
